time_s,channel_MHz,signal_dBm,noise_dBm
27.110136,5210,-76.574124,-87.945385
27.110184,5210,-78.168649,-87.945385
27.120448,5210,-75.224320,-87.945385
27.120492,5210,-78.731647,-87.945385
27.130360,5210,-77.461402,-87.945385
27.130404,5210,-77.753627,-87.945385
27.140895,5210,-75.969286,-87.945385
27.140939,5210,-76.920687,-87.945385
27.150112,5210,-75.352766,-87.945385
27.150420,5210,-76.877009,-87.945385
27.156188,5210,-78.411631,-87.945385
27.168921,5210,-79.654233,-87.945385
27.169368,5210,-80.199474,-87.945385
27.169416,5210,-78.879733,-87.945385
27.170719,5210,-79.246182,-87.945385
27.170719,5210,-79.246182,-87.945385
27.174838,5210,-77.149294,-87.945385
27.174898,5210,-78.405412,-87.945385
27.180120,5210,-78.891660,-87.945385
27.180164,5210,-76.953524,-87.945385
27.190144,5210,-80.030945,-87.945385
27.190192,5210,-76.430649,-87.945385
27.200396,5210,-81.495115,-87.945385
27.200444,5210,-78.313823,-87.945385
27.210689,5210,-74.387951,-87.945385
27.210737,5210,-78.993132,-87.945385
27.220706,5210,-72.720436,-87.945385
27.220750,5210,-76.210086,-87.945385
27.230088,5210,-75.988028,-87.945385
27.230132,5210,-77.232421,-87.945385
27.240115,5210,-78.004117,-87.945385
27.242814,5210,-75.911642,-87.945385
27.242858,5210,-79.259992,-87.945385
27.258595,5210,-78.950948,-87.945385
27.258639,5210,-78.765180,-87.945385
27.260141,5210,-81.738904,-87.945385
27.260189,5210,-76.804365,-87.945385
27.270194,5210,-79.379933,-87.945385
27.271286,5210,-80.778252,-87.945385
27.271334,5210,-80.191797,-87.945385
27.280593,5210,-81.677631,-87.945385
27.280641,5210,-80.026833,-87.945385
27.290196,5210,-75.776655,-87.945385
27.290706,5210,-73.603759,-87.945385
27.292875,5210,-76.049138,-87.945385
27.297147,5210,-77.405506,-87.945385
27.299799,5210,-78.865847,-87.945385
27.299847,5210,-75.447992,-87.945385
27.300143,5210,-81.838875,-87.945385
27.300191,5210,-77.495225,-87.945385
27.311531,5210,-78.858082,-87.945385
27.311579,5210,-80.321969,-87.945385
27.320137,5210,-77.654611,-87.945385
27.320185,5210,-81.464583,-87.945385
27.330425,5210,-81.953677,-87.945385
27.330473,5210,-78.702130,-87.945385
27.340673,5210,-79.810614,-87.945385
27.341453,5210,-77.583220,-87.945385
27.342017,5210,-77.439873,-87.945385
27.342065,5210,-80.711382,-87.945385
27.350493,5210,-77.687767,-87.945385
27.350537,5210,-77.345779,-87.945385
27.352608,5210,-79.102640,-93.965985
27.360140,5210,-80.162464,-87.945385
27.360188,5210,-80.770056,-87.945385
27.370141,5210,-77.832179,-87.945385
27.370189,5210,-81.431284,-87.945385
27.380142,5210,-79.087904,-87.945385
27.380707,5210,-81.116735,-87.945385
27.380755,5210,-77.317620,-87.945385
27.390193,5210,-79.997449,-87.945385
27.390241,5210,-76.872857,-87.945385
27.400643,5210,-76.241750,-87.945385
27.400691,5210,-76.441205,-87.945385
27.426303,5210,-79.422098,-87.945385
27.426351,5210,-79.636558,-87.945385
27.427482,5210,-81.257610,-87.945385
27.427542,5210,-77.312843,-87.945385
27.428211,5210,-77.625298,-87.945385
27.431277,5210,-80.745637,-87.945385
27.431337,5210,-79.680395,-87.945385
27.433198,5210,-79.576431,-87.945385
27.433258,5210,-80.779238,-87.945385
27.433763,5210,-81.457373,-87.945385
27.433763,5210,-81.457373,-87.945385
27.433763,5210,-81.457373,-87.945385
27.433823,5210,-81.937047,-87.945385
27.441416,5210,-74.594514,-87.945385
27.454245,5210,-81.076358,-87.945385
27.454245,5210,-81.076358,-87.945385
27.454305,5210,-81.559397,-87.945385
27.455008,5210,-79.311440,-93.965985
27.460867,5210,-81.945748,-87.945385
27.485461,5210,-81.333681,-87.945385
27.494418,5210,-80.566576,-87.945385
27.501586,5210,-79.692792,-87.945385
27.503077,5210,-77.618790,-87.945385
27.503137,5210,-81.801919,-87.945385
27.504691,5210,-81.358182,-87.945385
27.505386,5210,-81.182191,-87.945385
27.514362,5210,-80.297669,-87.945385
27.514778,5210,-81.929356,-87.945385
27.516609,5210,-81.380426,-87.945385
27.516669,5210,-79.272103,-87.945385
27.517590,5210,-81.873975,-87.945385
27.517590,5210,-81.873975,-87.945385
27.517590,5210,-81.873975,-87.945385
27.517590,5210,-81.873975,-87.945385
27.517590,5210,-81.873975,-87.945385
27.524530,5210,-77.731411,-87.945385
27.539597,5210,-81.456920,-87.945385
27.539657,5210,-74.877777,-87.945385
27.540045,5210,-79.117247,-87.945385
27.540045,5210,-79.117247,-87.945385
27.540913,5210,-79.098974,-87.945385
27.541860,5210,-80.153726,-87.945385
27.553935,5210,-80.357652,-87.945385
27.553995,5210,-79.937234,-87.945385
27.554337,5210,-75.056081,-87.945385
27.554337,5210,-75.056081,-87.945385
27.554397,5210,-78.346219,-87.945385
27.557408,5210,-80.271315,-93.965985
27.560119,5210,-76.784834,-87.945385
27.560163,5210,-75.009122,-87.945385
27.581142,5210,-77.434047,-87.945385
27.581142,5210,-77.434047,-87.945385
27.582966,5210,-79.739789,-87.945385
27.583656,5210,-80.681572,-87.945385
27.583704,5210,-77.468031,-87.945385
27.590138,5210,-79.534638,-87.945385
27.590186,5210,-78.793953,-87.945385
27.600139,5210,-80.994849,-87.945385
27.600187,5210,-79.485496,-87.945385
27.610540,5210,-77.058542,-87.945385
27.610588,5210,-78.563849,-87.945385
27.620539,5210,-75.892482,-87.945385
27.621729,5210,-78.194658,-87.945385
27.621773,5210,-74.136575,-87.945385
27.630142,5210,-79.451253,-87.945385
27.630190,5210,-75.929421,-87.945385
27.640143,5210,-80.347746,-87.945385
27.640191,5210,-81.758295,-87.945385
27.650144,5210,-76.331601,-87.945385
27.650192,5210,-74.139522,-87.945385
27.659808,5210,-79.250249,-93.965985
27.660948,5210,-76.660814,-87.945385
27.660992,5210,-76.151311,-87.945385
27.672259,5210,-78.361660,-87.945385
27.672303,5210,-76.754368,-87.945385
27.680141,5210,-81.524891,-87.945385
27.680189,5210,-78.772672,-87.945385
27.690194,5210,-76.295174,-87.945385
27.690242,5210,-74.588553,-87.945385
27.703617,5210,-77.955052,-87.945385
27.705365,5210,-76.090941,-87.945385
27.705409,5210,-80.855751,-87.945385
27.710118,5210,-77.352285,-87.945385
27.710162,5210,-77.693753,-87.945385
27.720118,5210,-76.276138,-87.945385
27.720399,5210,-76.779288,-87.945385
27.720443,5210,-78.566953,-87.945385
27.732056,5210,-72.217388,-87.945385
27.732100,5210,-78.366818,-87.945385
27.746062,5210,-74.875664,-87.945385
27.754887,5210,-76.727866,-87.945385
27.754935,5210,-75.269662,-87.945385
27.755189,5210,-78.144840,-87.945385
27.755233,5210,-79.282016,-87.945385
27.760137,5210,-78.060073,-87.945385
27.760185,5210,-79.711893,-87.945385
27.762208,5210,-76.623969,-93.965985
27.772095,5210,-80.106257,-87.945385
27.772687,5210,-80.920703,-87.945385
27.784872,5210,-79.408265,-87.945385
27.784872,5210,-79.408265,-87.945385
27.784932,5210,-80.276299,-87.945385
27.790923,5210,-76.172877,-87.945385
27.792020,5210,-77.279150,-87.945385
27.792068,5210,-80.481130,-87.945385
27.800406,5210,-75.379665,-87.945385
27.800450,5210,-78.849669,-87.945385
27.810118,5210,-78.694128,-87.945385
27.810162,5210,-78.850395,-87.945385
27.820142,5210,-77.169061,-87.945385
27.820806,5210,-77.667021,-87.945385
27.820854,5210,-79.867219,-87.945385
27.830141,5210,-78.845683,-87.945385
27.830189,5210,-78.739780,-87.945385
27.840564,5210,-80.942173,-87.945385
27.840612,5210,-76.678284,-87.945385
27.850142,5210,-78.625043,-87.945385
27.850645,5210,-79.975793,-87.945385
27.851148,5210,-76.438298,-87.945385
27.852604,5210,-78.743370,-87.945385
27.854430,5210,-78.130635,-87.945385
27.857498,5210,-80.885513,-87.945385
27.861926,5210,-80.147596,-87.945385
27.861926,5210,-80.147596,-87.945385
27.861986,5210,-77.463390,-87.945385
27.871828,5210,-78.337198,-87.945385
27.871876,5210,-76.156539,-87.945385
27.880532,5210,-80.483062,-87.945385
27.880819,5210,-76.959178,-87.945385
27.881349,5210,-79.909359,-87.945385
27.881397,5210,-76.444990,-87.945385
27.890144,5210,-76.913689,-87.945385
27.890192,5210,-78.992200,-87.945385
27.900492,5210,-76.814742,-87.945385
27.901495,5210,-74.867498,-87.945385
27.901539,5210,-79.620488,-87.945385
27.910118,5210,-76.609287,-87.945385
27.910370,5210,-76.245986,-87.945385
27.910414,5210,-78.005626,-87.945385
27.920689,5210,-77.152457,-87.945385
27.920733,5210,-75.920027,-87.945385
27.934342,5210,-76.625201,-87.945385
27.942759,5210,-78.575092,-87.945385
27.942807,5210,-76.709999,-87.945385
27.943103,5210,-78.598771,-87.945385
27.943151,5210,-78.801363,-87.945385
27.950143,5210,-81.896397,-87.945385
27.950191,5210,-81.689912,-87.945385
27.961432,5210,-77.997649,-87.945385
27.961480,5210,-79.740349,-87.945385
27.967008,5210,-77.114510,-93.965985
27.970139,5210,-80.562485,-87.945385
27.970543,5210,-81.726760,-87.945385
27.970591,5210,-79.331232,-87.945385
27.980191,5210,-74.626476,-87.945385
27.981352,5210,-75.343954,-87.945385
27.981400,5210,-76.850874,-87.945385
27.990332,5210,-78.230278,-87.945385
27.990376,5210,-76.705461,-87.945385
28.000140,5210,-78.721002,-87.945385
28.000930,5210,-76.807242,-87.945385
28.000978,5210,-80.724079,-87.945385
28.014074,5210,-77.741640,-87.945385
28.022967,5210,-77.689601,-87.945385
28.022967,5210,-77.689601,-87.945385
28.023015,5210,-75.808362,-87.945385
28.030142,5210,-77.418509,-87.945385
28.030190,5210,-80.752300,-87.945385
28.040119,5210,-79.571581,-87.945385
28.040163,5210,-78.937702,-87.945385
28.050143,5210,-79.505985,-87.945385
28.050191,5210,-78.682565,-87.945385
28.060144,5210,-75.674379,-87.945385
28.060192,5210,-81.477456,-87.945385
28.070112,5210,-78.884205,-87.945385
28.070156,5210,-81.093475,-87.945385
28.082769,5210,-81.303529,-87.945385
28.082817,5210,-81.559611,-87.945385
28.090194,5210,-73.019417,-87.945385
28.090695,5210,-74.159504,-87.945385
28.090743,5210,-75.749416,-87.945385
28.100518,5210,-74.721165,-87.945385
28.114268,5210,-80.280758,-87.945385
28.115024,5210,-80.451159,-87.945385
28.119784,5210,-76.471984,-87.945385
28.119832,5210,-76.971441,-87.945385
28.120752,5210,-81.044142,-87.945385
28.120800,5210,-78.613552,-87.945385
28.121197,5210,-80.141307,-87.945385
28.121197,5210,-80.141307,-87.945385
28.121415,5210,-78.190054,-87.945385
28.121921,5210,-72.806548,-87.945385
28.124454,5210,-80.749637,-87.945385
28.128047,5210,-80.071542,-87.945385
28.137337,5210,-77.054726,-87.945385
28.137397,5210,-79.884360,-87.945385
28.137597,5210,-78.337019,-87.945385
28.137641,5210,-80.396656,-87.945385
28.140142,5210,-76.680757,-87.945385
28.140190,5210,-77.278044,-87.945385
28.152431,5210,-79.385632,-87.945385
28.152475,5210,-79.321463,-87.945385
28.160142,5210,-77.642592,-87.945385
28.160375,5210,-81.343590,-87.945385
28.160423,5210,-80.551247,-87.945385
28.170479,5210,-81.614731,-87.945385
28.170818,5210,-75.386009,-87.945385
28.170866,5210,-80.848864,-87.945385
28.171808,5210,-76.034274,-93.965985
28.191691,5210,-76.735209,-87.945385
28.191691,5210,-76.735209,-87.945385
28.191874,5210,-75.635609,-87.945385
28.192210,5210,-78.411422,-87.945385
28.192258,5210,-78.375145,-87.945385
28.200482,5210,-81.401687,-87.945385
28.200530,5210,-77.641761,-87.945385
28.210193,5210,-77.225172,-87.945385
28.210241,5210,-80.217355,-87.945385
28.221895,5210,-78.733870,-87.945385
28.225589,5210,-77.177832,-87.945385
28.232885,5210,-74.883249,-87.945385
28.232885,5210,-74.883249,-87.945385
28.232933,5210,-81.696647,-87.945385
28.240425,5210,-76.952769,-87.945385
28.240661,5210,-74.469455,-87.945385
28.240705,5210,-77.952232,-87.945385
28.267979,5210,-78.991694,-87.945385
28.268561,5210,-80.292059,-87.945385
28.289822,5210,-79.378237,-87.945385
28.292390,5210,-77.468036,-87.945385
28.308404,5210,-79.708441,-87.945385
